image_name,precision,recall,f1_score,detected_objects,inference_time_ms,gpu_memory_delta_mb
Enterobius-vermicularis_0791_jpg.rf.8004093bfb2cc802b4da0504ef678aad.jpg,1.0,1.0,1.0,1,380.7704448699951,414.0
100619_jpg.rf.81f4320b9297db73a418773c05ff70c8.jpg,0.5,1.0,0.6666666666666666,2,130.2621364593506,0.0
100098_png_jpg.rf.824cee337343b095077a486b789a9e0c.jpg,1.0,1.0,1.0,6,115.58747291564941,0.0
Ascaris-lumbricoides_0197_jpg.rf.80ce15b770da167fe25f1731e6e45d72.jpg,1.0,1.0,1.0,1,363.30318450927734,0.0
Enterobius-vermicularis_0535_jpg.rf.83e381224cce8117730c8d3651afb26c.jpg,1.0,1.0,1.0,1,164.4890308380127,326.0
Taenia-spp-egg_0438_jpg.rf.86ed2d0062a16ca4213fb48118b6a451.jpg,1.0,1.0,1.0,1,161.6501808166504,0.0
Ascaris-lumbricoides_0044_jpg.rf.878e1b1cebb2e6f7d65ec07537fab9bc.jpg,1.0,1.0,1.0,1,108.10422897338867,0.0
Opisthorchis-viverrine_0120_jpg.rf.8820b78dcec0b765b3517c608f280de3.jpg,0.5,1.0,0.6666666666666666,2,125.42295455932617,0.0
Enterobius-vermicularis_0505_jpg.rf.87f0eff69315e829c02d936c6ab7c381.jpg,1.0,1.0,1.0,1,116.3325309753418,0.0
Ascaris-lumbricoides_0875_jpg.rf.898b988b42ff966d8220eb5b32484b09.jpg,1.0,1.0,1.0,1,158.65349769592285,0.0
Opisthorchis-viverrine_0950_jpg.rf.892d975789be6763261f08b2fb4d3016.jpg,1.0,1.0,1.0,1,245.33510208129883,0.0
Taenia-spp-egg_0120_jpg.rf.8ad2e3ef04d8b3fa46e5aaa4e3368abd.jpg,1.0,1.0,1.0,1,99.63560104370117,0.0
Opisthorchis-viverrine_0824_jpg.rf.8aea8fd37d164ad512e37b1088e8098b.jpg,1.0,1.0,1.0,1,128.40843200683594,0.0
Opisthorchis-viverrine_0470_jpg.rf.8a27265374fe25d09b3b8f81ac2b3d23.jpg,1.0,1.0,1.0,1,324.4056701660156,0.0
Opisthorchis-viverrine_0883_jpg.rf.8afb590b8f6fd26dbbdee5b0de30f8a9.jpg,1.0,1.0,1.0,1,163.95163536071777,0.0
Taenia-spp-egg_0439_jpg.rf.8c05806a9571e89de5fc641d9330cbcf.jpg,1.0,1.0,1.0,1,157.97948837280273,0.0
Enterobius-vermicularis_0797_jpg.rf.8cd3a3a5e322b16c5576e424e467c4e5.jpg,1.0,1.0,1.0,1,263.72480392456055,0.0
Ascaris-lumbricoides_0395_jpg.rf.8d7e3c7cb93ee7d2f1fa56b8ee79f928.jpg,1.0,1.0,1.0,1,154.76489067077637,0.0
Fasciolopsis-buski_0397_jpg.rf.8eb04724ce0a5b362bd182ec3ac0697a.jpg,1.0,1.0,1.0,1,161.787748336792,0.0
Opisthorchis-viverrine_0847_jpg.rf.8e52afd8c355b1b15a6d2aa425469122.jpg,1.0,1.0,1.0,1,155.19118309020996,0.0
Fasciolopsis-buski_0247_jpg.rf.8ec7a8b308f794c9082802775bb705fb.jpg,1.0,1.0,1.0,1,316.68996810913086,0.0
Enterobius-vermicularis_0835_jpg.rf.8e51702c80a2bb2b412b00181910b0a3.jpg,1.0,1.0,1.0,1,265.7177448272705,0.0
Enterobius-vermicularis_0807_jpg.rf.8f554a05507f02a60d4d672885cbb397.jpg,1.0,1.0,1.0,1,184.47566032409668,0.0
Ascaris-lumbricoides_0323_jpg.rf.8efff6539bc870c6c6bb2904e45a7fe6.jpg,1.0,1.0,1.0,1,119.05121803283691,0.0
Ascaris-lumbricoides_0965_jpg.rf.90302979b508752a3c64a6be3f4890bd.jpg,1.0,1.0,1.0,1,190.5226707458496,0.0
Taenia-spp-egg_0999_jpg.rf.9037ad6c34b2d8ec4acdb0d82f4f6589.jpg,1.0,1.0,1.0,1,195.15061378479004,0.0
Ascaris-lumbricoides_0933_jpg.rf.8fb76cc8fcf1390272f927268e0d654e.jpg,1.0,1.0,1.0,1,238.7979030609131,0.0
Ascaris-lumbricoides_0765_jpg.rf.9071699d6bc161fd0c1eaffcb6600d80.jpg,0.5,1.0,0.6666666666666666,2,176.24807357788086,0.0
Fasciolopsis-buski_0908_jpg.rf.914f6592e65894483e0b76b247a4fcd8.jpg,1.0,1.0,1.0,1,151.26895904541016,0.0
Opisthorchis-viverrine_0749_jpg.rf.90b24a924223c7c5b054cf9cb752c785.jpg,1.0,1.0,1.0,1,198.28104972839355,0.0
Fasciolopsis-buski_0834_jpg.rf.9160e67929cf6b94ffb7c12f24b8d7cf.jpg,1.0,1.0,1.0,1,126.71756744384766,0.0
Fasciolopsis-buski_0885_jpg.rf.91a59ca2c4b1c2cc0169fa0116f40565.jpg,1.0,1.0,1.0,1,120.98455429077148,0.0
Opisthorchis-viverrine_0114_jpg.rf.923bdba1319beb31eeed6607f115bcc6.jpg,1.0,1.0,1.0,1,106.43887519836426,0.0
Enterobius-vermicularis_0611_jpg.rf.947980d1e368773e1d26dff04d97f9c1.jpg,1.0,1.0,1.0,1,105.92126846313477,0.0
100089_jpg.rf.961b656ddc35ce84fbf2cf82e5542bf7.jpg,1.0,1.0,1.0,1,139.17160034179688,0.0
Fasciolopsis-buski_0154_jpg.rf.9644f89ced8661b4b76bd865a003ac78.jpg,1.0,1.0,1.0,1,131.22034072875977,0.0
Ascaris-lumbricoides_0109_jpg.rf.970b864771251e2ddc377f4ad6844ecf.jpg,1.0,1.0,1.0,1,126.42407417297363,0.0
