image_name,precision,recall,f1_score,detected_objects,inference_time_ms,gpu_memory_delta_mb
Enterobius-vermicularis_0791_jpg.rf.8004093bfb2cc802b4da0504ef678aad.jpg,1.0,1.0,1.0,1,1801.7230033874512,408.0
100619_jpg.rf.81f4320b9297db73a418773c05ff70c8.jpg,1.0,1.0,1.0,1,75.01029968261719,0.0
100098_png_jpg.rf.824cee337343b095077a486b789a9e0c.jpg,1.0,1.0,1.0,6,78.78828048706055,0.0
Ascaris-lumbricoides_0197_jpg.rf.80ce15b770da167fe25f1731e6e45d72.jpg,1.0,1.0,1.0,1,200.87265968322754,0.0
Enterobius-vermicularis_0535_jpg.rf.83e381224cce8117730c8d3651afb26c.jpg,1.0,1.0,1.0,1,94.40350532531738,2.0
Taenia-spp-egg_0438_jpg.rf.86ed2d0062a16ca4213fb48118b6a451.jpg,1.0,1.0,1.0,1,57.349205017089844,0.0
Ascaris-lumbricoides_0044_jpg.rf.878e1b1cebb2e6f7d65ec07537fab9bc.jpg,1.0,1.0,1.0,1,81.03203773498535,0.0
Opisthorchis-viverrine_0120_jpg.rf.8820b78dcec0b765b3517c608f280de3.jpg,1.0,1.0,1.0,1,53.52282524108887,0.0
Enterobius-vermicularis_0505_jpg.rf.87f0eff69315e829c02d936c6ab7c381.jpg,1.0,1.0,1.0,1,82.09490776062012,0.0
Ascaris-lumbricoides_0875_jpg.rf.898b988b42ff966d8220eb5b32484b09.jpg,1.0,1.0,1.0,1,51.99265480041504,0.0
Opisthorchis-viverrine_0950_jpg.rf.892d975789be6763261f08b2fb4d3016.jpg,1.0,1.0,1.0,1,131.11114501953125,0.0
Taenia-spp-egg_0120_jpg.rf.8ad2e3ef04d8b3fa46e5aaa4e3368abd.jpg,1.0,1.0,1.0,1,53.47394943237305,0.0
Opisthorchis-viverrine_0824_jpg.rf.8aea8fd37d164ad512e37b1088e8098b.jpg,1.0,1.0,1.0,1,62.397003173828125,0.0
Opisthorchis-viverrine_0470_jpg.rf.8a27265374fe25d09b3b8f81ac2b3d23.jpg,1.0,1.0,1.0,1,158.1861972808838,0.0
Opisthorchis-viverrine_0883_jpg.rf.8afb590b8f6fd26dbbdee5b0de30f8a9.jpg,1.0,1.0,1.0,1,51.422119140625,0.0
Taenia-spp-egg_0439_jpg.rf.8c05806a9571e89de5fc641d9330cbcf.jpg,1.0,1.0,1.0,1,48.107147216796875,0.0
Enterobius-vermicularis_0797_jpg.rf.8cd3a3a5e322b16c5576e424e467c4e5.jpg,1.0,1.0,1.0,1,131.6814422607422,0.0
Ascaris-lumbricoides_0395_jpg.rf.8d7e3c7cb93ee7d2f1fa56b8ee79f928.jpg,1.0,1.0,1.0,1,46.65994644165039,0.0
Fasciolopsis-buski_0397_jpg.rf.8eb04724ce0a5b362bd182ec3ac0697a.jpg,1.0,1.0,1.0,1,48.04229736328125,0.0
Opisthorchis-viverrine_0847_jpg.rf.8e52afd8c355b1b15a6d2aa425469122.jpg,1.0,1.0,1.0,1,47.72305488586426,0.0
Fasciolopsis-buski_0247_jpg.rf.8ec7a8b308f794c9082802775bb705fb.jpg,1.0,1.0,1.0,1,168.95532608032227,0.0
Enterobius-vermicularis_0835_jpg.rf.8e51702c80a2bb2b412b00181910b0a3.jpg,1.0,1.0,1.0,1,137.31932640075684,0.0
Enterobius-vermicularis_0807_jpg.rf.8f554a05507f02a60d4d672885cbb397.jpg,1.0,1.0,1.0,1,118.92557144165039,0.0
Ascaris-lumbricoides_0323_jpg.rf.8efff6539bc870c6c6bb2904e45a7fe6.jpg,1.0,1.0,1.0,1,43.67852210998535,0.0
Ascaris-lumbricoides_0965_jpg.rf.90302979b508752a3c64a6be3f4890bd.jpg,1.0,1.0,1.0,1,104.77900505065918,0.0
Taenia-spp-egg_0999_jpg.rf.9037ad6c34b2d8ec4acdb0d82f4f6589.jpg,1.0,1.0,1.0,1,111.74535751342773,0.0
Ascaris-lumbricoides_0933_jpg.rf.8fb76cc8fcf1390272f927268e0d654e.jpg,1.0,1.0,1.0,1,105.12208938598633,0.0
Ascaris-lumbricoides_0765_jpg.rf.9071699d6bc161fd0c1eaffcb6600d80.jpg,1.0,1.0,1.0,1,93.26815605163574,0.0
Fasciolopsis-buski_0908_jpg.rf.914f6592e65894483e0b76b247a4fcd8.jpg,1.0,1.0,1.0,1,50.1556396484375,0.0
Opisthorchis-viverrine_0749_jpg.rf.90b24a924223c7c5b054cf9cb752c785.jpg,1.0,1.0,1.0,1,106.40478134155273,0.0
Fasciolopsis-buski_0834_jpg.rf.9160e67929cf6b94ffb7c12f24b8d7cf.jpg,1.0,1.0,1.0,1,65.17910957336426,0.0
Fasciolopsis-buski_0885_jpg.rf.91a59ca2c4b1c2cc0169fa0116f40565.jpg,1.0,1.0,1.0,1,41.06402397155762,0.0
Opisthorchis-viverrine_0114_jpg.rf.923bdba1319beb31eeed6607f115bcc6.jpg,1.0,1.0,1.0,1,63.13657760620117,0.0
Enterobius-vermicularis_0611_jpg.rf.947980d1e368773e1d26dff04d97f9c1.jpg,1.0,1.0,1.0,1,35.317182540893555,0.0
100089_jpg.rf.961b656ddc35ce84fbf2cf82e5542bf7.jpg,1.0,1.0,1.0,1,77.12912559509277,0.0
Fasciolopsis-buski_0154_jpg.rf.9644f89ced8661b4b76bd865a003ac78.jpg,1.0,1.0,1.0,1,53.04288864135742,0.0
Ascaris-lumbricoides_0109_jpg.rf.970b864771251e2ddc377f4ad6844ecf.jpg,1.0,1.0,1.0,1,47.937870025634766,0.0
100438_png_jpg.rf.9714abaeb701bc2f18103cfb8dce4b63.jpg,0.95,1.0,0.9743589743589743,20,36.78154945373535,0.0
Fasciolopsis-buski_0051_jpg.rf.973e974d8abd79d69e9a9849b029f47d.jpg,1.0,1.0,1.0,1,78.17840576171875,0.0
Ascaris-lumbricoides_0850_jpg.rf.985ae3d61de883fbc46a47d3ecebaa0e.jpg,1.0,1.0,1.0,1,42.59181022644043,0.0
Fasciolopsis-buski_0707_jpg.rf.9ad336341bf471f8dfba0072fa050140.jpg,1.0,1.0,1.0,1,45.902252197265625,0.0
Fasciolopsis-buski_0293_jpg.rf.9acf7697de6e25c383f4c8f354b54cc9.jpg,1.0,1.0,1.0,1,136.28077507019043,0.0
Taenia-spp-egg_0150_jpg.rf.9b14ac9379e8b24588f5fd28fb11dcb9.jpg,1.0,1.0,1.0,1,44.95859146118164,0.0
Taenia-spp-egg_0456_jpg.rf.9b9de92c26c8b1ed6ac74561c5923dbd.jpg,1.0,1.0,1.0,1,146.59762382507324,0.0
Fasciolopsis-buski_0423_jpg.rf.9c4e46cc6df7b8a5dee94f4669537f43.jpg,1.0,1.0,1.0,1,34.27886962890625,0.0
Ascaris-lumbricoides_0461_jpg.rf.9bb9f332106021e386e3a1420182882f.jpg,1.0,1.0,1.0,1,106.05502128601074,0.0
Fasciolopsis-buski_0627_jpg.rf.9dc04ac143d9f30b55e3fd6f9a9a7bf7.jpg,1.0,1.0,1.0,1,48.75802993774414,0.0
Fasciolopsis-buski_0392_jpg.rf.9f856f5855315a6278367d78b59c1e1a.jpg,1.0,1.0,1.0,1,57.13033676147461,0.0
Ascaris-lumbricoides_0737_jpg.rf.9f7d8a4431da9983c8646c15093ea153.jpg,1.0,1.0,1.0,1,100.71730613708496,0.0
Enterobius-vermicularis_0221_jpg.rf.a05daf02bb2e91f5b5d0ffcae1aad477.jpg,1.0,1.0,1.0,1,35.269737243652344,0.0
Ascaris-lumbricoides_0414_jpg.rf.a0f36a63d4d336933044be86f5571c03.jpg,1.0,1.0,1.0,1,56.70452117919922,0.0
Taenia-spp-egg_0202_jpg.rf.a1a337fd8b082cf036b255199187b27a.jpg,1.0,1.0,1.0,1,167.10162162780762,0.0
100074_jpg.rf.a09c88dd9620d9c2424cdb88e2cacda8.jpg,1.0,1.0,1.0,1,41.92209243774414,0.0
Taenia-spp-egg_0472_jpg.rf.a1302f5d29a981934a2c1814138d41c4.jpg,1.0,1.0,1.0,1,147.2632884979248,0.0
Ascaris-lumbricoides_0955_jpg.rf.0126e5785f739211875ae64d11c5e4f8.jpg,1.0,1.0,1.0,1,113.43097686767578,0.0
